"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"23:07:25.2880461","chrome.exe","5172","Load Image","C:\Program Files (x86)\Google\Chrome\Application\71.0.3578.98\chrome_elf.dll","SUCCESS","Image Base: 0x7ff9c2560000, Image Size: 0x98000"
"23:07:25.2957956","chrome.exe","5172","Load Image","C:\Windows\System32\version.dll","SUCCESS","Image Base: 0x7ff9dae10000, Image Size: 0xa000"
"23:07:25.2986587","chrome.exe","5172","Load Image","C:\Windows\System32\winmm.dll","SUCCESS","Image Base: 0x7ff9dc880000, Image Size: 0x23000"
"23:07:25.3002027","chrome.exe","5172","Load Image","C:\Windows\System32\userenv.dll","SUCCESS","Image Base: 0x7ff9e0cd0000, Image Size: 0x29000"
"23:07:25.3025571","chrome.exe","5172","Load Image","C:\Windows\System32\winmmbase.dll","SUCCESS","Image Base: 0x7ff9dc820000, Image Size: 0x2a000"
"23:07:25.3054113","chrome.exe","5172","Load Image","C:\Windows\System32\cryptbase.dll","SUCCESS","Image Base: 0x7ff9e0840000, Image Size: 0xb000"
"23:07:25.3180754","chrome.exe","4252","Thread Create","","SUCCESS","Thread ID: 4476"
"23:07:25.3181615","chrome.exe","4252","Thread Create","","SUCCESS","Thread ID: 2172"
"23:07:25.3182102","chrome.exe","4252","Thread Create","","SUCCESS","Thread ID: 3376"
"23:07:25.3182517","chrome.exe","4252","Thread Create","","SUCCESS","Thread ID: 10332"
"23:07:25.3182968","chrome.exe","4252","Thread Create","","SUCCESS","Thread ID: 12112"
"23:07:25.3183414","chrome.exe","4252","Thread Create","","SUCCESS","Thread ID: 12048"
"23:07:25.3187269","chrome.exe","4252","Thread Create","","SUCCESS","Thread ID: 2300"
"23:07:25.3202808","chrome.exe","4252","Thread Create","","SUCCESS","Thread ID: 1744"
"23:07:25.3327552","chrome.exe","4252","Thread Create","","SUCCESS","Thread ID: 10408"
"23:07:25.3338552","chrome.exe","4252","Thread Create","","SUCCESS","Thread ID: 11588"
"23:07:25.3340337","chrome.exe","4252","Thread Create","","SUCCESS","Thread ID: 4136"
"23:07:25.3341011","chrome.exe","4252","Thread Create","","SUCCESS","Thread ID: 5856"
"23:07:25.3595693","chrome.exe","8724","Thread Create","","SUCCESS","Thread ID: 1596"
"23:07:25.3708621","chrome.exe","4840","Thread Create","","SUCCESS","Thread ID: 7700"
"23:07:25.3883612","MsMpEng.exe","3984","Thread Create","","SUCCESS","Thread ID: 2228"
"23:07:25.4521037","chrome.exe","4252","Thread Create","","SUCCESS","Thread ID: 7524"
"23:07:25.5498341","chrome.exe","4252","Thread Exit","","SUCCESS","Thread ID: 12048, User Time: 0.0000000, Kernel Time: 0.0156250"
"23:07:25.5524077","chrome.exe","8240","Thread Create","","SUCCESS","Thread ID: 12052"
"23:07:25.5524853","chrome.exe","8240","Thread Create","","SUCCESS","Thread ID: 6668"
"23:07:25.5792557","chrome.exe","4796","Thread Create","","SUCCESS","Thread ID: 6812"
"23:07:25.5979972","chrome.exe","4252","Thread Exit","","SUCCESS","Thread ID: 11304, User Time: 0.1406250, Kernel Time: 0.1875000"
"23:07:25.5980517","chrome.exe","4252","Thread Exit","","SUCCESS","Thread ID: 7524, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.5980847","chrome.exe","4252","Thread Exit","","SUCCESS","Thread ID: 4136, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.5981115","chrome.exe","4252","Thread Exit","","SUCCESS","Thread ID: 11588, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.5981418","chrome.exe","4252","Thread Exit","","SUCCESS","Thread ID: 10408, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.5981677","chrome.exe","4252","Thread Exit","","SUCCESS","Thread ID: 1744, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.5981940","chrome.exe","4252","Thread Exit","","SUCCESS","Thread ID: 2300, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.5982199","chrome.exe","4252","Thread Exit","","SUCCESS","Thread ID: 3376, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.5982453","chrome.exe","4252","Thread Exit","","SUCCESS","Thread ID: 2172, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.5982703","chrome.exe","4252","Thread Exit","","SUCCESS","Thread ID: 4476, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.5982949","chrome.exe","4252","Thread Exit","","SUCCESS","Thread ID: 9876, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.6013923","chrome.exe","5172","Load Image","C:\Windows\System32\imm32.dll","SUCCESS","Image Base: 0x17393b60000, Image Size: 0x2d000"
"23:07:25.6056977","chrome.exe","5172","Thread Create","","SUCCESS","Thread ID: 4168"
"23:07:25.6164130","chrome.exe","4252","Thread Exit","","SUCCESS","Thread ID: 5856, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.6164821","chrome.exe","4252","Thread Exit","","SUCCESS","Thread ID: 12112, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.6165165","chrome.exe","4252","Thread Exit","","SUCCESS","Thread ID: 10332, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.6224395","chrome.exe","4252","Process Exit","","SUCCESS","Exit Status: 0, User Time: 0.1406250 seconds, Kernel Time: 0.2187500 seconds, Private Bytes: 23,498,752, Peak Private Bytes: 23,736,320, Working Set: 40,538,112, Peak Working Set: 40,538,112"
"23:07:25.7115342","chrome.exe","5172","Load Image","C:\Program Files (x86)\Google\Chrome\Application\71.0.3578.98\chrome_child.dll","SUCCESS","Image Base: 0x7ff9963b0000, Image Size: 0x5838000"
"23:07:25.7133036","chrome.exe","5172","Load Image","C:\Windows\System32\ws2_32.dll","SUCCESS","Image Base: 0x7ff9e4960000, Image Size: 0x6c000"
"23:07:25.7138735","chrome.exe","5172","Load Image","C:\Windows\System32\ole32.dll","SUCCESS","Image Base: 0x7ff9e3b20000, Image Size: 0x149000"
"23:07:25.7144754","chrome.exe","5172","Load Image","C:\Windows\System32\oleaut32.dll","SUCCESS","Image Base: 0x7ff9e4310000, Image Size: 0xc5000"
"23:07:25.7151948","chrome.exe","5172","Load Image","C:\Windows\System32\wintrust.dll","SUCCESS","Image Base: 0x7ff9e0ed0000, Image Size: 0x58000"
"23:07:25.7156518","chrome.exe","5172","Load Image","C:\Windows\System32\msasn1.dll","SUCCESS","Image Base: 0x7ff9e0df0000, Image Size: 0x12000"
"23:07:25.7161261","chrome.exe","5172","Load Image","C:\Windows\System32\crypt32.dll","SUCCESS","Image Base: 0x7ff9e1030000, Image Size: 0x1ce000"
"23:07:25.7178343","chrome.exe","5172","Load Image","C:\Windows\System32\comdlg32.dll","SUCCESS","Image Base: 0x17393ef0000, Image Size: 0x10a000"
"23:07:25.7236641","chrome.exe","5172","Load Image","C:\Windows\System32\IPHLPAPI.DLL","SUCCESS","Image Base: 0x7ff9e03f0000, Image Size: 0x39000"
"23:07:25.7259623","chrome.exe","5172","Load Image","C:\Windows\System32\oleacc.dll","SUCCESS","Image Base: 0x7ff9da780000, Image Size: 0x6e000"
"23:07:25.7280070","chrome.exe","5172","Load Image","C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.16299.248_none_15ced204935f55d7\comctl32.dll","SUCCESS","Image Base: 0x7ff9d92b0000, Image Size: 0x269000"
"23:07:25.7303101","chrome.exe","5172","Load Image","C:\Windows\System32\DWrite.dll","SUCCESS","Image Base: 0x7ff9c8a70000, Image Size: 0x30f000"
"23:07:25.7322807","chrome.exe","5172","Load Image","C:\Windows\System32\dxgi.dll","SUCCESS","Image Base: 0x7ff9dfc40000, Image Size: 0xaf000"
"23:07:25.7337364","chrome.exe","5172","Load Image","C:\Windows\System32\winspool.drv","SUCCESS","Image Base: 0x7ff9da7f0000, Image Size: 0x86000"
"23:07:25.7357704","chrome.exe","5172","Load Image","C:\Windows\System32\dbghelp.dll","SUCCESS","Image Base: 0x7ff9df890000, Image Size: 0x1c8000"
"23:07:25.7372675","chrome.exe","5172","Load Image","C:\Windows\System32\usp10.dll","SUCCESS","Image Base: 0x7ff9dbcf0000, Image Size: 0x19000"
"23:07:25.7385947","chrome.exe","5172","Load Image","C:\Windows\System32\winhttp.dll","SUCCESS","Image Base: 0x7ff9d6a70000, Image Size: 0xde000"
"23:07:25.7403417","chrome.exe","5172","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7ff9d6520000, Image Size: 0x1cc000"
"23:07:25.7407728","chrome.exe","5172","Load Image","C:\Windows\System32\imagehlp.dll","SUCCESS","Image Base: 0x7ff9e4610000, Image Size: 0x1d000"
"23:07:25.7425574","chrome.exe","5172","Load Image","C:\Windows\System32\secur32.dll","SUCCESS","Image Base: 0x7ff9d0600000, Image Size: 0xc000"
"23:07:25.7440974","chrome.exe","5172","Load Image","C:\Windows\System32\dhcpcsvc.dll","SUCCESS","Image Base: 0x7ff9da520000, Image Size: 0x1a000"
"23:07:25.7444905","chrome.exe","5172","Load Image","C:\Windows\System32\nsi.dll","SUCCESS","Image Base: 0x7ff9e4a30000, Image Size: 0x8000"
"23:07:25.7492221","chrome.exe","5172","Load Image","C:\Windows\System32\bcrypt.dll","SUCCESS","Image Base: 0x7ff9e0930000, Image Size: 0x25000"
"23:07:25.7518188","chrome.exe","5172","Load Image","C:\Windows\System32\iertutil.dll","SUCCESS","Image Base: 0x7ff9d6270000, Image Size: 0x299000"
"23:07:25.7536770","chrome.exe","4796","Thread Exit","","SUCCESS","Thread ID: 4544, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.7537604","chrome.exe","4796","Thread Exit","","SUCCESS","Thread ID: 7652, User Time: 0.0312500, Kernel Time: 0.0000000"
"23:07:25.7538082","chrome.exe","4796","Thread Exit","","SUCCESS","Thread ID: 2152, User Time: 0.1875000, Kernel Time: 0.1562500"
"23:07:25.7538349","chrome.exe","4796","Thread Exit","","SUCCESS","Thread ID: 6812, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.7560796","chrome.exe","5172","Load Image","C:\Windows\System32\sspicli.dll","SUCCESS","Image Base: 0x7ff9e0d00000, Image Size: 0x30000"
"23:07:25.7619294","chrome.exe","4796","Thread Exit","","SUCCESS","Thread ID: 7688, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.7696410","chrome.exe","4796","Thread Exit","","SUCCESS","Thread ID: 3852, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.7731780","chrome.exe","4796","Thread Exit","","SUCCESS","Thread ID: 11320, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.7735885","chrome.exe","4796","Thread Exit","","SUCCESS","Thread ID: 11544, User Time: 0.0000000, Kernel Time: 0.0156250"
"23:07:25.7736332","chrome.exe","4796","Thread Exit","","SUCCESS","Thread ID: 1184, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.7736675","chrome.exe","4796","Thread Exit","","SUCCESS","Thread ID: 9372, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.7737005","chrome.exe","4796","Thread Exit","","SUCCESS","Thread ID: 7932, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.7737304","chrome.exe","4796","Thread Exit","","SUCCESS","Thread ID: 196, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.7780149","chrome.exe","4796","Thread Exit","","SUCCESS","Thread ID: 5176, User Time: 0.0000000, Kernel Time: 0.0000000"
"23:07:25.7888904","chrome.exe","4796","Thread Exit","","SUCCESS","Thread ID: 2764, User Time: 0.0000000, Kernel Time: 0.0156250"
"23:07:25.7889457","chrome.exe","4796","Thread Exit","","SUCCESS","Thread ID: 10228, User Time: 0.0000000, Kernel Time: 0.0156250"
"23:07:25.7936509","chrome.exe","4796","Process Exit","","SUCCESS","Exit Status: 0, User Time: 0.2187500 seconds, Kernel Time: 0.2031250 seconds, Private Bytes: 35,614,720, Peak Private Bytes: 36,003,840, Working Set: 51,634,176, Peak Working Set: 52,129,792"
"23:07:25.8160954","chrome.exe","5172","Thread Create","","SUCCESS","Thread ID: 7108"
"23:07:25.8161833","chrome.exe","5172","Thread Create","","SUCCESS","Thread ID: 6992"
"23:07:25.8162387","chrome.exe","5172","Thread Create","","SUCCESS","Thread ID: 3788"
"23:07:25.8162806","chrome.exe","5172","Thread Create","","SUCCESS","Thread ID: 6940"
"23:07:25.8163453","chrome.exe","5172","Thread Create","","SUCCESS","Thread ID: 10416"
"23:07:25.8163980","chrome.exe","5172","Thread Create","","SUCCESS","Thread ID: 12172"
"23:07:25.8167550","chrome.exe","5172","Thread Create","","SUCCESS","Thread ID: 7936"
"23:07:25.8191228","chrome.exe","5172","Thread Create","","SUCCESS","Thread ID: 5452"
"23:07:25.8294663","chrome.exe","5172","Thread Create","","SUCCESS","Thread ID: 6544"
"23:07:25.8305025","chrome.exe","5172","Thread Create","","SUCCESS","Thread ID: 1680"
"23:07:25.8305677","chrome.exe","5172","Thread Create","","SUCCESS","Thread ID: 7204"
"23:07:25.8306136","chrome.exe","5172","Thread Create","","SUCCESS","Thread ID: 10376"
"23:07:26.5608167","chrome.exe","8724","Process Create","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","SUCCESS","PID: 10888, Command line: ""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1612,8794005255836107264,1022765379407270454,131072 --service-pipe-token=12271628376267370610 --lang=en-US --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=12271628376267370610 --renderer-client-id=629 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=1052 /prefetch:1"
"23:07:26.5608301","chrome.exe","10888","Process Start","","SUCCESS","Parent PID: 8724, Command line: ""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1612,8794005255836107264,1022765379407270454,131072 --service-pipe-token=12271628376267370610 --lang=en-US --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=12271628376267370610 --renderer-client-id=629 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=1052 /prefetch:1, Current directory: C:\Program Files (x86)\Google\Chrome\Application\71.0.3578.98\, Environment: ;	=::=::\;	ALLUSERSPROFILE=C:\ProgramData;	APPDATA=C:\Users\USER\AppData\Roaming;	asl.log=Destination=file;	CHROME_CRASHPAD_PIPE_NAME=\\.\pipe\crashpad_8724_MJJUPWLFYMMYZABW;	CHROME_RESTART=Google Chrome|Whoa! Google Chrome has crashed. Relaunch now?|LEFT_TO_RIGHT;	CommonProgramFiles=C:\Program Files\Common Files;	CommonProgramFiles(x86)=C:\Program Files (x86)\Common Files;	CommonProgramW6432=C:\Program Files\Common Files;	COMPUTERNAME=TETRIMINO;	ComSpec=C:\WINDOWS\system32\cmd.exe;	C_EM64T_REDIST11=C:\Program Files (x86)\Common Files\Intel\Shared Files\cpp\;	HOMEDRIVE=C:;	HOMEPATH=\Users\USER;	JAVA_HOME=C:\Program Files\Java\jdk1.8.0_91;	LOCALAPPDATA=C:\Users\USER\AppData\Local;	LOGONSERVER=\\TETRIMINO;	MOZ_PLUGIN_PATH=C:\Program Files (x86)\Foxit Software\Foxit Reader\plugins\;	MTPPKROOT=C:\WMSDK\MTPPK12\Responder;	NUMBER_OF_PROCESSORS=4;	OneDrive=C:\Users\USER\OneDrive - Texas Tech University;	OneDriveCommercial=C:\Users\USER\OneDrive - Texas Tech University;	OS=Windows_NT;	Path=C:\Program Files (x86)\Google\Chrome\Application;C:\Program Files\Java\jdk1.8.0_91\bin;C:\Program Files\Java\jdk1.8.0_91\include;D:\xampp\php;C:\ProgramData\ComposerSetup\bin;C:\Program Files\nodejs\;C:\Python27\;D:\Setup\OpenCV\opencv\build\x64\vc14\bin;C:\ffmpeg\bin;C:\Program Files\CMake\bin;C:\Program Files\MATLAB\R2017a\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files\Git\cmd;C:\Users\USER\Anaconda3;C:\Users\USER\Anaconda3\Scripts;C:\Program Files\PuTTY\;C:\Program Files\Java\jdk1.8.0_91\bin;C:\Program Files\Java\jdk1.8.0_91\include;D:\xampp\php;C:\ProgramData\ComposerSetup\bin;C:\Program Files\nodejs\;C:\Python27\;D:\Setup\OpenCV\opencv\build\x64\vc14\bin;C:\ffmpeg\bin;C:\Program Files\CMake\bin;C:\Program Files\MATLAB\R2017a\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Skype\Phone\;C:\Program Files\Git\cmd;C:\Users\USER\Anaconda3\bin;C:\Program Files\Java\jdk1.8.0_91\bin;C:\Program Files\Java\jdk1.8.0_91\include;D:\xampp\php;C:\ProgramData\ComposerSetup\bin;C:\Program Files\nodejs\;C:\Python27\;D:\Setup\OpenCV\opencv\build\x64\vc14\bin;C:\ffmpeg\bin;C:\Program Files\CMake\bin;C:\Program Files\MATLAB\R2017a\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Skype\Phone\;C:\Program Files\Git\cmd;\bin;C:\Users\USER\AppData\Local\Microsoft\WindowsApps;C:\Users\USER\AppData\Roaming\Composer\vendor\bin;C:\Us;C:\Users\USER\Anaconda3\Scripts;C:\Users\USER\Anaconda3;;	PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;	PROCESSOR_ARCHITECTURE=AMD64;	PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 69 Stepping 1, GenuineIntel;	PROCESSOR_LEVEL=6;	PROCESSOR_REVISION=4501;	ProgramData=C:\ProgramData;	ProgramFiles=C:\Program Files;	ProgramFiles(x86)=C:\Program Files (x86);	ProgramW6432=C:\Program Files;	PSModulePath=C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules;	PUBLIC=C:\Users\Public;	SESSIONNAME=Console;	SystemDrive=C:;	SystemRoot=C:\WINDOWS;	TEMP=C:\Users\USER\AppData\Local\Temp;	TMP=C:\Users\USER\AppData\Local\Temp;	USERDOMAIN=TETRIMINO;	USERDOMAIN_ROAMINGPROFILE=TETRIMINO;	USERNAME=USER;	USERPROFILE=C:\Users\USER;	windir=C:\WINDOWS"
"23:07:26.5608431","chrome.exe","10888","Thread Create","","SUCCESS","Thread ID: 3248"
"23:07:26.5716271","chrome.exe","10888","Load Image","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","SUCCESS","Image Base: 0x7ff76f4a0000, Image Size: 0x18e000"
"23:07:26.5717391","chrome.exe","10888","Load Image","C:\Windows\System32\ntdll.dll","SUCCESS","Image Base: 0x7ff9e4a80000, Image Size: 0x1e0000"
"23:07:26.5732572","chrome.exe","10888","Load Image","C:\Windows\System32\kernel32.dll","SUCCESS","Image Base: 0x7ff9e3f80000, Image Size: 0xae000"
"23:07:26.5738632","chrome.exe","10888","Load Image","C:\Windows\System32\KernelBase.dll","SUCCESS","Image Base: 0x7ff9e1220000, Image Size: 0x266000"
"23:07:26.5981498","chrome.exe","10888","Load Image","C:\Windows\System32\apphelp.dll","SUCCESS","Image Base: 0x7ff9de520000, Image Size: 0x88000"
"23:07:26.6128604","chrome.exe","10888","Load Image","C:\Windows\System32\shell32.dll","SUCCESS","Image Base: 0x7ff9e26e0000, Image Size: 0x1436000"
"23:07:26.6133240","chrome.exe","10888","Load Image","C:\Windows\System32\msvcrt.dll","SUCCESS","Image Base: 0x7ff9e2440000, Image Size: 0x9d000"
"23:07:26.6137328","chrome.exe","10888","Load Image","C:\Windows\System32\cfgmgr32.dll","SUCCESS","Image Base: 0x7ff9e0e80000, Image Size: 0x4a000"
"23:07:26.6143223","chrome.exe","10888","Load Image","C:\Windows\System32\ucrtbase.dll","SUCCESS","Image Base: 0x7ff9e0f30000, Image Size: 0xf6000"
"23:07:26.6153433","chrome.exe","10888","Load Image","C:\Windows\System32\SHCore.dll","SUCCESS","Image Base: 0x7ff9e4500000, Image Size: 0xa6000"
"23:07:26.6159431","chrome.exe","10888","Load Image","C:\Windows\System32\rpcrt4.dll","SUCCESS","Image Base: 0x7ff9e43e0000, Image Size: 0x11f000"
"23:07:26.6165999","chrome.exe","10888","Load Image","C:\Windows\System32\combase.dll","SUCCESS","Image Base: 0x7ff9e3c70000, Image Size: 0x308000"
"23:07:26.6170355","chrome.exe","10888","Load Image","C:\Windows\System32\bcryptprimitives.dll","SUCCESS","Image Base: 0x7ff9e1ed0000, Image Size: 0x72000"
"23:07:26.6174487","chrome.exe","10888","Load Image","C:\Windows\System32\windows.storage.dll","SUCCESS","Image Base: 0x7ff9e1780000, Image Size: 0x747000"
"23:07:26.6179097","chrome.exe","10888","Load Image","C:\Windows\System32\advapi32.dll","SUCCESS","Image Base: 0x7ff9e48b0000, Image Size: 0xa1000"
"23:07:26.6186830","chrome.exe","10888","Load Image","C:\Windows\System32\sechost.dll","SUCCESS","Image Base: 0x7ff9e24e0000, Image Size: 0x5b000"
"23:07:26.6190222","chrome.exe","10888","Load Image","C:\Windows\System32\shlwapi.dll","SUCCESS","Image Base: 0x7ff9e4140000, Image Size: 0x51000"
"23:07:26.6196532","chrome.exe","10888","Load Image","C:\Windows\System32\gdi32.dll","SUCCESS","Image Base: 0x7ff9e49d0000, Image Size: 0x28000"
"23:07:26.6219000","chrome.exe","10888","Load Image","C:\Windows\System32\gdi32full.dll","SUCCESS","Image Base: 0x7ff9e1490000, Image Size: 0x193000"
"23:07:26.6357190","chrome.exe","10888","Load Image","C:\Windows\System32\msvcp_win.dll","SUCCESS","Image Base: 0x7ff9e16e0000, Image Size: 0x9b000"
"23:07:26.6368605","chrome.exe","10888","Load Image","C:\Windows\System32\user32.dll","SUCCESS","Image Base: 0x7ff9e4630000, Image Size: 0x18f000"
"23:07:26.6389770","chrome.exe","10888","Load Image","C:\Windows\System32\win32u.dll","SUCCESS","Image Base: 0x7ff9e1200000, Image Size: 0x20000"
"23:07:26.6394389","chrome.exe","10888","Load Image","C:\Windows\System32\kernel.appcore.dll","SUCCESS","Image Base: 0x7ff9e0dd0000, Image Size: 0x11000"
"23:07:26.6398048","chrome.exe","10888","Load Image","C:\Windows\System32\powrprof.dll","SUCCESS","Image Base: 0x7ff9e0e10000, Image Size: 0x4c000"
"23:07:26.6401632","chrome.exe","10888","Load Image","C:\Windows\System32\profapi.dll","SUCCESS","Image Base: 0x7ff9e0e60000, Image Size: 0x1b000"
"23:07:26.6405286","chrome.exe","10888","Load Image","C:\Windows\System32\psapi.dll","SUCCESS","Image Base: 0x7ff9e4a40000, Image Size: 0x8000"
"23:07:26.6418473","chrome.exe","10888","Load Image","C:\Program Files (x86)\Google\Chrome\Application\71.0.3578.98\chrome_elf.dll","SUCCESS","Image Base: 0x7ff9c2560000, Image Size: 0x98000"
"23:07:26.6421249","svchost.exe","3604","Thread Create","","SUCCESS","Thread ID: 1112"
"23:07:26.6507325","chrome.exe","10888","Load Image","C:\Windows\System32\version.dll","SUCCESS","Image Base: 0x7ff9dae10000, Image Size: 0xa000"
"23:07:26.6522511","chrome.exe","10888","Load Image","C:\Windows\System32\winmm.dll","SUCCESS","Image Base: 0x7ff9dc880000, Image Size: 0x23000"
"23:07:26.6541615","chrome.exe","10888","Load Image","C:\Windows\System32\userenv.dll","SUCCESS","Image Base: 0x7ff9e0cd0000, Image Size: 0x29000"
"23:07:26.6566908","chrome.exe","10888","Load Image","C:\Windows\System32\winmmbase.dll","SUCCESS","Image Base: 0x7ff9dc820000, Image Size: 0x2a000"
"23:07:26.6614889","chrome.exe","10888","Load Image","C:\Windows\System32\cryptbase.dll","SUCCESS","Image Base: 0x7ff9e0840000, Image Size: 0xb000"
"23:07:26.6745220","chrome.exe","10888","Load Image","C:\Windows\System32\imm32.dll","SUCCESS","Image Base: 0x1c52b840000, Image Size: 0x2d000"
"23:07:26.6803870","chrome.exe","10888","Thread Create","","SUCCESS","Thread ID: 2604"
"23:07:26.7642365","chrome.exe","10888","Load Image","C:\Program Files (x86)\Google\Chrome\Application\71.0.3578.98\chrome_child.dll","SUCCESS","Image Base: 0x7ff9963b0000, Image Size: 0x5838000"
"23:07:26.7648796","chrome.exe","10888","Load Image","C:\Windows\System32\ws2_32.dll","SUCCESS","Image Base: 0x7ff9e4960000, Image Size: 0x6c000"
"23:07:26.7653026","chrome.exe","10888","Load Image","C:\Windows\System32\ole32.dll","SUCCESS","Image Base: 0x7ff9e3b20000, Image Size: 0x149000"
"23:07:26.7657212","chrome.exe","10888","Load Image","C:\Windows\System32\oleaut32.dll","SUCCESS","Image Base: 0x7ff9e4310000, Image Size: 0xc5000"
"23:07:26.7660768","chrome.exe","10888","Load Image","C:\Windows\System32\wintrust.dll","SUCCESS","Image Base: 0x7ff9e0ed0000, Image Size: 0x58000"
"23:07:26.7663776","chrome.exe","10888","Load Image","C:\Windows\System32\msasn1.dll","SUCCESS","Image Base: 0x7ff9e0df0000, Image Size: 0x12000"
"23:07:26.7669386","chrome.exe","10888","Load Image","C:\Windows\System32\crypt32.dll","SUCCESS","Image Base: 0x7ff9e1030000, Image Size: 0x1ce000"
"23:07:26.7681327","chrome.exe","10888","Load Image","C:\Windows\System32\comdlg32.dll","SUCCESS","Image Base: 0x1c52be40000, Image Size: 0x10a000"
"23:07:26.7709896","chrome.exe","10888","Load Image","C:\Windows\System32\IPHLPAPI.DLL","SUCCESS","Image Base: 0x7ff9e03f0000, Image Size: 0x39000"
"23:07:26.7732503","chrome.exe","10888","Load Image","C:\Windows\System32\oleacc.dll","SUCCESS","Image Base: 0x7ff9da780000, Image Size: 0x6e000"
"23:07:26.7749755","chrome.exe","10888","Load Image","C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.16299.248_none_15ced204935f55d7\comctl32.dll","SUCCESS","Image Base: 0x7ff9d92b0000, Image Size: 0x269000"
"23:07:26.7814907","chrome.exe","10888","Load Image","C:\Windows\System32\DWrite.dll","SUCCESS","Image Base: 0x7ff9c8a70000, Image Size: 0x30f000"
"23:07:26.7853324","chrome.exe","10888","Load Image","C:\Windows\System32\dxgi.dll","SUCCESS","Image Base: 0x7ff9dfc40000, Image Size: 0xaf000"
"23:07:26.7883464","chrome.exe","10888","Load Image","C:\Windows\System32\winspool.drv","SUCCESS","Image Base: 0x7ff9da7f0000, Image Size: 0x86000"
"23:07:26.7905589","chrome.exe","10888","Load Image","C:\Windows\System32\dbghelp.dll","SUCCESS","Image Base: 0x7ff9df890000, Image Size: 0x1c8000"
"23:07:26.7944279","chrome.exe","10888","Load Image","C:\Windows\System32\usp10.dll","SUCCESS","Image Base: 0x7ff9dbcf0000, Image Size: 0x19000"
"23:07:26.7960428","chrome.exe","10888","Load Image","C:\Windows\System32\winhttp.dll","SUCCESS","Image Base: 0x7ff9d6a70000, Image Size: 0xde000"
"23:07:26.7978965","chrome.exe","10888","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7ff9d6520000, Image Size: 0x1cc000"
"23:07:26.7983691","chrome.exe","10888","Load Image","C:\Windows\System32\imagehlp.dll","SUCCESS","Image Base: 0x7ff9e4610000, Image Size: 0x1d000"
"23:07:26.8004589","chrome.exe","10888","Load Image","C:\Windows\System32\secur32.dll","SUCCESS","Image Base: 0x7ff9d0600000, Image Size: 0xc000"
